Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
amp,,Red,Color,NA,NA,No,No,No,NA,NA,None,1700,5100,1275,Red,Black,1x1,No,4600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,concert,None,None,None,None,No,Audio,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmp_Remake_5_0,5_0,849,9PHmPyxF6fjKgGzKA
amp,,Pink,Color,NA,NA,No,No,No,NA,NA,None,1700,5100,1275,Pink,Gray,1x1,No,4600,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,NA,NA,103,concert,None,None,None,None,No,Audio,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmp_Remake_6_0,6_0,849,yivR6nwwzFWyQ5ogM
anatomical model,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,3500,875,Colorful,Beige,1x1,No,3200,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,lab,None,None,None,No,Hospital,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAnatomicalmodel,NA,1317,t2LzAKDofAZYyqZ6r
anchor statue,,Black,Color,NA,NA,No,Yes,No,NA,2,Normal,1700,NFS,1400,Black,Beige,1x1,No,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,None,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_0_0,0_0,7238,zgw6WaZRQgrpQ5FTC
anchor statue,,Silver,Color,NA,NA,No,Yes,No,NA,2,Normal,1700,NFS,1400,Gray,Beige,1x1,No,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,None,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_1_0,1_0,7238,hdZokWHmfoFTt2FjM
anchor statue,,Gold,Color,NA,NA,No,Yes,No,NA,2,Normal,1700,NFS,1400,Brown,Beige,1x1,No,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,None,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_2_0,2_0,7238,NNfoBT2rgDcmG5HhD
anchor statue,,White,Color,NA,NA,No,Yes,No,NA,2,Normal,1700,NFS,1400,White,Beige,1x1,No,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,None,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_3_0,3_0,7238,ZWyY2rRANgXoGcDha
anchor statue,,Blue,Color,NA,NA,No,Yes,No,NA,2,Normal,1700,NFS,1400,Blue,White,1x1,No,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,None,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_4_0,4_0,7238,vRhn2x3vj2mii4AKH
anchor statue,,Retro,Color,NA,NA,No,Yes,No,NA,2,Normal,1700,NFS,1400,Brown,Gray,1x1,No,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,None,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_5_0,5_0,7238,6wyLNus8QqXkbBu72
angled signpost,,Home,Navigation,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,600,Beige,Brown,1x1,No,NA,NA,Crafting,,NA,NA,103,city life,local,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_0_0,0_0,7867,kzirasu23o7Xwz8Cg
angled signpost,,Forest,Navigation,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,600,Beige,Brown,1x1,No,NA,NA,Crafting,,NA,NA,103,city life,local,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_1_0,1_0,7867,8MxLKTxpMDwarBE2M
angled signpost,,Fishing Spot,Navigation,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,600,Beige,Brown,1x1,No,NA,NA,Crafting,,NA,NA,103,city life,local,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_2_0,2_0,7867,uvn5kiMi84NMuesmb
angled signpost,,Resident Services,Navigation,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,600,Beige,Brown,1x1,No,NA,NA,Crafting,,NA,NA,103,city life,local,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_3_0,3_0,7867,D2bHBoj8ZotiBiahp
angled signpost,,Airport,Navigation,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,600,Beige,Brown,1x1,No,NA,NA,Crafting,,NA,NA,103,city life,local,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_4_0,4_0,7867,BGaTv6ghfWHQohYJz
angled signpost,,Shop,Navigation,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,600,Beige,Brown,1x1,No,NA,NA,Crafting,,NA,NA,103,city life,local,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_5_0,5_0,7867,QNTrffSxKbCJH3C2s
angled signpost,,Tailors,Navigation,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,600,Beige,Brown,1x1,No,NA,NA,Crafting,,NA,NA,103,city life,local,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_6_0,6_0,7867,TW9n423omNZDjZ9hp
angled signpost,,Museum,Navigation,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,600,Beige,Brown,1x1,No,NA,NA,Crafting,,NA,NA,103,city life,local,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_7_0,7_0,7867,wPX6wELbCn9Jyb37A
antique bed,,Brown,Color,NA,NA,No,No,No,NA,NA,None,5200,28000,7000,Brown,White,2x2,No,25200,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBedW_Remake_0_0,0_0,3957,c7rQKnQBvtMCpGNhr
antique bed,,Natural,Color,NA,NA,No,No,No,NA,NA,None,5200,28000,7000,Beige,White,2x2,No,25200,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBedW_Remake_1_0,1_0,3957,gMCFieFjJLX4yXBPJ
antique bed,,Black,Color,NA,NA,No,No,No,NA,NA,None,5200,28000,7000,Black,White,2x2,No,25200,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBedW_Remake_2_0,2_0,3957,s5ZQQKh3XYcue8R6S
antique bureau,,Brown,Color,NA,NA,No,No,No,NA,NA,None,5200,20000,5000,Brown,Brown,1x1,No,18000,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBureau_Remake_0_0,0_0,3956,eqP7Ro4PzjhZFGMaX
antique bureau,,Natural,Color,NA,NA,No,No,No,NA,NA,None,5200,20000,5000,Beige,Beige,1x1,No,18000,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBureau_Remake_1_0,1_0,3956,PwbzwqaKiZ7CPKgh6
antique bureau,,Black,Color,NA,NA,No,No,No,NA,NA,None,5200,20000,5000,Black,Black,1x1,No,18000,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBureau_Remake_2_0,2_0,3956,nTM9BgbxMArEAuPda
antique chair,,Brown,Color,NA,NA,No,No,No,NA,NA,None,3100,10000,2500,Brown,White,1x1,No,9000,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueChairS_Remake_0_0,0_0,3950,gzBvzGmkCqvaa4dfg
antique chair,,Natural,Color,NA,NA,No,No,No,NA,NA,None,3100,10000,2500,Beige,White,1x1,No,9000,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueChairS_Remake_1_0,1_0,3950,d4oC34hgWHdZAv8dT
antique chair,,Black,Color,NA,NA,No,No,No,NA,NA,None,3100,10000,2500,Black,White,1x1,No,9000,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueChairS_Remake_2_0,2_0,3950,eCZttstT4S3Tr4ZSj
antique clock,,Brown,Color,NA,NA,No,No,No,NA,NA,None,5200,44000,11000,Brown,Yellow,1x1,No,39600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,Clock,Yes,Folk Craft Decor,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueClock_Remake_0_0,0_0,3954,54WzSWz3bv4j4279w
antique clock,,Natural,Color,NA,NA,No,No,No,NA,NA,None,5200,44000,11000,Beige,Yellow,1x1,No,39600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,Clock,Yes,Folk Craft Decor,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueClock_Remake_1_0,1_0,3954,aPDaateHnZ2K7rnCX
antique clock,,Black,Color,NA,NA,No,No,No,NA,NA,None,5200,44000,11000,Black,Yellow,1x1,No,39600,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,Clock,Yes,Folk Craft Decor,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueClock_Remake_2_0,2_0,3954,prDor5kTcy7ahzz5c
antique console table,,Brown,Color,NA,NA,No,No,No,NA,NA,None,4500,17000,4250,Brown,Brown,2x1,Yes,15300,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueConsole_Remake_0_0,0_0,3951,kKSfnnXLBk2BMbWEo
antique console table,,Natural,Color,NA,NA,No,No,No,NA,NA,None,4500,17000,4250,Beige,Beige,2x1,Yes,15300,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueConsole_Remake_1_0,1_0,3951,SBphLepffHinkmtPf
antique console table,,Black,Color,NA,NA,No,No,No,NA,NA,None,4500,17000,4250,Black,Black,2x1,Yes,15300,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueConsole_Remake_2_0,2_0,3951,7i4eJMFhi2gzqMEZ8
antique mini table,,Brown,Color,NA,NA,No,No,No,NA,NA,None,2400,6700,1675,Brown,White,1x1,Yes,6000,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableS_Remake_0_0,0_0,3958,WZyBrwSZD4wZtqcBJ
antique mini table,,Natural,Color,NA,NA,No,No,No,NA,NA,None,2400,6700,1675,Beige,White,1x1,Yes,6000,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableS_Remake_1_0,1_0,3958,epWuBMh226r3nu7xh
antique mini table,,Black,Color,NA,NA,No,No,No,NA,NA,None,2400,6700,1675,Black,White,1x1,Yes,6000,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableS_Remake_2_0,2_0,3958,2n955ZXXD3RXt9gjE
antique table,,Brown,Color,NA,NA,No,No,No,NA,NA,None,5200,25000,6250,Brown,Brown,2x2,Yes,22500,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableL_Remake_0_0,0_0,3952,F4jrEYe9x7W4E2wYE
antique table,,Natural,Color,NA,NA,No,No,No,NA,NA,None,5200,25000,6250,Beige,Beige,2x2,Yes,22500,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableL_Remake_1_0,1_0,3952,ptPHtvKpF2JCkS9Zw
antique table,,Black,Color,NA,NA,No,No,No,NA,NA,None,5200,25000,6250,Black,Black,2x2,Yes,22500,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,None,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableL_Remake_2_0,2_0,3952,x2K5wv9K8qGXcmukB
antique vanity,,Brown,Color,NA,NA,No,No,No,NA,NA,None,5200,31000,7750,Brown,Aqua,2x1,No,27900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueDresser_Remake_0_0,0_0,3955,qLtWDehmX53gwgha7
antique vanity,,Natural,Color,NA,NA,No,No,No,NA,NA,None,5200,31000,7750,Beige,Aqua,2x1,No,27900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueDresser_Remake_1_0,1_0,3955,2bRbENZWkM9BeuiwZ
antique vanity,,Black,Color,NA,NA,No,No,No,NA,NA,None,5200,31000,7750,Black,Aqua,2x1,No,27900,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,retro,expensive,antique,None,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueDresser_Remake_2_0,2_0,3955,b5MR8PraRhrJzsqYi
